K80	11441MiB 	resnext101_32x8d	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	resnext50_32x4d	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	shufflenet_v2_x0_5	128			0.007	0.654	10009	66.060	6544.962
K80	11441MiB 	shufflenet_v2_x1_0	128			0.007	0.906	10009	70.064	9064.257
K80	11441MiB 	shufflenet_v2_x1_5	128			0.007	1.103	10009	66.060	11044.060
K80	11441MiB 	shufflenet_v2_x2_0	128			0.006	1.493	10009	63.057	14938.607
K80	11441MiB 	squeezenet1_0	128			0.006	1.515	10009	63.057	15165.637
K80	11441MiB 	squeezenet1_1	128			0.007	0.942	10009	72.066	9428.588
K80	11441MiB 	vgg11	128			0.006	4.478	10009	63.057	44821.828
K80	11441MiB 	vgg11_bn	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	vgg13	128			0.007	8.075	10009	66.060	80825.623
K80	11441MiB 	vgg13_bn	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	vgg16	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	vgg16_bn	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	vgg19	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	vgg19_bn	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	wide_resnet101_2	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	wide_resnet50_2	128			N/A	N/A	10009	#VALUE!	#VALUE!
K80	11441MiB 	alexnet	64			0.004	0.346	20018	80.073	6920.304
K80	11441MiB 	densenet121	64			0.003	3.713	20018	64.058	74321.699
K80	11441MiB 	densenet161	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	densenet169	64			0.003	4.668	20018	64.058	93453.125
K80	11441MiB 	densenet201	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	googlenet	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	inception_v3	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	mnasnet0_5	64			0.003	0.568	20018	64.058	11370.357
K80	11441MiB 	mnasnet0_75	64			0.003	0.744	20018	64.058	14887.561
K80	11441MiB 	mnasnet1_3	64			0.003	1.065	20018	64.058	21327.427
K80	11441MiB 	mobilenet_v2	64			0.003	0.816	20018	64.058	16340.885
K80	11441MiB 	mobilenet_v3_large	64			0.003	0.736	20018	64.058	14723.411
K80	11441MiB 	mobilenet_v3_small	64			0.003	0.378	20018	66.060	7568.894
K80	11441MiB 	resnet101	64			0.003	4.596	20018	64.058	92001.803
K80	11441MiB 	resnet152	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	resnet18	64			0.003	1.142	20018	64.058	22862.825
K80	11441MiB 	resnet34	64			0.003	2.133	20018	64.058	42704.899
K80	11441MiB 	resnet50	64			0.003	2.572	20018	64.058	51478.892
K80	11441MiB 	resnext101_32x8d	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	resnext50_32x4d	64			0.003	8.083	20018	64.058	161803.385
K80	11441MiB 	shufflenet_v2_x0_5	64			0.003	0.336	20018	66.060	6734.134
K80	11441MiB 	shufflenet_v2_x1_0	64			0.004	0.460	20018	88.080	9206.386
K80	11441MiB 	shufflenet_v2_x1_5	64			0.005	0.557	20018	94.086	11158.164
K80	11441MiB 	shufflenet_v2_x2_0	64			0.003	0.754	20018	64.058	15091.747
K80	11441MiB 	squeezenet1_0	64			0.003	0.767	20018	64.058	15343.797
K80	11441MiB 	squeezenet1_1	64			0.003	0.477	20018	66.060	9540.691
K80	11441MiB 	vgg11	64			0.003	2.273	20018	64.058	45493.439
K80	11441MiB 	vgg11_bn	64			0.003	2.490	20018	64.058	49847.405
K80	11441MiB 	vgg13	64			0.004	3.990	20018	70.064	79876.759
K80	11441MiB 	vgg13_bn	64			0.004	4.368	20018	70.064	87435.644
K80	11441MiB 	vgg16	64			0.003	5.010	20018	68.062	100291.354
K80	11441MiB 	vgg16_bn	64			0.004	5.515	20018	70.064	110406.568
K80	11441MiB 	vgg19	64			0.003	6.050	20018	68.062	121102.311
K80	11441MiB 	vgg19_bn	64			0.004	6.573	20018	70.064	131581.856
K80	11441MiB 	wide_resnet101_2	64			N/A	N/A	20018	#VALUE!	#VALUE!
K80	11441MiB 	wide_resnet50_2	64			0.003	4.864	20018	64.058	97372.696
